Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
5,4,,40.0,40.0,,5710.0,5710.0,,,2,,1.0,1.0,3.0,94111,144603063351
5,655,0.0,4.0,4.0,,205000.0,205000.0,33.0,33.0,2,,5.0,5.0,3.0,94108,1447570477653
5,3,,31.0,31.0,,13450.0,13450.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144919963349
7,2,,3.0,3.0,,250000.0,250000.0,,,2,,4.0,4.0,6.0,94107,1449118459683
7,209,,4.0,4.0,,20000.0,20000.0,6.0,6.0,2,,5.0,5.0,8.0,94114,1443879158513
5,2415,,2.0,2.0,,3500.0,3500.0,41.0,41.0,2,,5.0,5.0,9.0,94110,1448709369348
5,405,0.0,10.0,10.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1448290450880
6,550,0.0,14.0,14.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1444122296598
7,350,,30.0,30.0,,21000.0,21000.0,,,2,,1.0,1.0,6.0,94105,1449094164586
6,425,,38.0,38.0,,200000.0,400000.0,,,2,,1.0,1.0,6.0,94105,1444557164577
4,550,,1.0,1.0,,60000.0,60000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1448258167556
7,685,,10.0,10.0,,11000.0,11000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1442918164499
2,101,,48.0,48.0,,40000.0,40000.0,,,2,,1.0,1.0,3.0,94111,144658666081
3,425,,,1.0,,,1.0,0.0,0.0,0,,,2.0,6.0,94105,1600906165798
6,88,,5.0,5.0,,380000.0,380000.0,112.0,112.0,2,,5.0,5.0,6.0,94107,1445450167841
5,795,,6.0,,,5000.0,5000.0,,,2,,1.0,,6.0,94107,1441911349317
3,3166,,3.0,3.0,,20000.0,50000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,144424084552
8,201,,30.0,30.0,,16000.0,20000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1444620164647
7,600,0.0,48.0,48.0,,1200.0,1200.0,,,2,,1.0,1.0,3.0,94111,1445171296199
1,50,,7.0,7.0,,35000.0,46000.0,63.0,63.0,2,,3.0,3.0,8.0,94102,1443191238028
3,50,,43.0,43.0,,10800.0,10800.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1441829164581
3,242,,,5.0,,330000.0,330000.0,,167.0,2,,,1.0,10.0,94134,1604292511757
8,33,,20.0,20.0,,10000.0,10000.0,,,2,,1.0,1.0,6.0,94105,1448891164504
4,1250,,3.0,3.0,,1495.0,1495.0,1.0,1.0,2,,3.0,3.0,6.0,94103,1448985165172
6,101,,48.0,48.0,,5000.0,5000.0,,,2,,1.0,1.0,3.0,94111,144345366081
7,2250,,6.0,6.0,,208000.0,208000.0,0.0,0.0,2,,1.0,1.0,1.0,94117,1447550490626
7,235,,25.0,25.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,144716266161
7,100,,15.0,15.0,,1500000.0,1500000.0,,,2,,1.0,1.0,3.0,94111,144849363367
7,711,,,,,15000.0,15000.0,0.0,0.0,2,,,,10.0,94110,1598106169769
8,1125,,3.0,3.0,,75000.0,100000.0,,,2,,3.0,3.0,6.0,94103,1448299165047
6,3,,30.0,30.0,,900000.0,900000.0,,,2,,1.0,1.0,3.0,94111,144817463349
6,101,,48.0,48.0,,147470.0,303000.0,,,2,,1.0,1.0,3.0,94111,144291466081
6,101,,48.0,48.0,,9800.0,9800.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144574666081
8,555,,0.0,0.0,,1.0,1.0,0.0,0.0,2,,,,6.0,94158,1071376452092
3,1500,0.0,6.0,6.0,,729.0,1000.0,,,2,,1.0,1.0,6.0,94158,1440180472397
6,555,,0.0,0.0,,200000.0,884000.0,0.0,0.0,2,,,,6.0,94158,1062139452092
3,601,,22.0,22.0,,3150.0,3150.0,,,2,,1.0,1.0,3.0,94108,143945466051
7,1515,0.0,,7.0,,1.0,1.0,,,2,,,1.0,6.0,94158,1592701469353
7,302,,1.0,,,8000.0,8000.0,,,2,,5.0,,9.0,94103,1439230367470
5,0,,0.0,0.0,,331000.0,331000.0,0.0,0.0,2,,,,10.0,94124,1061363449411
2,100,,6.0,6.0,,7413.0,7000.0,164.0,164.0,2,,3.0,3.0,3.0,94102,1440310233947
6,500,,9.0,9.0,,6800.0,6800.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143993062254
1,1500,0.0,6.0,6.0,,3000.0,3000.0,,,2,,1.0,1.0,6.0,94158,1440202472397
6,101,,48.0,48.0,,1500000.0,1900000.0,,,2,,1.0,1.0,3.0,94111,143801166081
1,199,0.0,28.0,28.0,,32950.0,36000.0,,,2,,1.0,1.0,6.0,94105,1437083480611
6,1900,,3.0,3.0,,15000.0,15000.0,0.0,0.0,2,,3.0,3.0,3.0,94109,159279275947
6,135,,5.0,5.0,,63000.0,63000.0,,,2,,1.0,1.0,6.0,94107,1442273167874
5,302,,1.0,1.0,,60000.0,60000.0,,,2,,5.0,5.0,9.0,94103,1439229367470
1,55,0.0,26.0,26.0,,2500.0,2500.0,,,2,,1.0,1.0,6.0,94105,1439452394477
1,65,,4.0,4.0,,30000.0,30000.0,12.0,12.0,2,,5.0,5.0,8.0,94117,1440296240888
7,795,,6.0,6.0,,50000.0,1000000.0,,,2,,1.0,1.0,6.0,94107,1439065349317
2,896,,,3.0,,18000.0,57000.0,0.0,2.0,2,,,5.0,10.0,94107,1437006504101
2,303,,10.0,10.0,,65000.0,65000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1436707347172
6,1323,,3.0,3.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,3.0,94133,143788556231
6,1765,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436828503784
3,315,0.0,17.0,17.0,,395000.0,395000.0,,,2,,1.0,1.0,3.0,94104,1438756298474
6,2925,,4.0,4.0,,25000.0,58000.0,60.0,60.0,2,,3.0,3.0,9.0,94103,1438603466589
8,1050,,0.0,5.0,,2500.0,2500.0,0.0,15.0,2,,,5.0,9.0,94110,1438293162318
8,1173,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436835503805
1,2755,0.0,3.0,3.0,,10000.0,10000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,1440216304131
5,1390,0.0,29.0,29.0,,8409.0,8400.0,448.0,448.0,2,,1.0,1.0,6.0,94102,1440179469167
8,134,,4.0,4.0,,8800.0,8800.0,3.0,3.0,2,,5.0,5.0,2.0,94115,1437155459826
7,301,,23.0,23.0,,453750.0,453750.0,,,2,,1.0,1.0,6.0,94105,1439601165667
4,3934,,2.0,2.0,,23700.0,160000.0,1.0,1.0,2,,5.0,5.0,2.0,94118,142910686223
8,300,,7.0,7.0,,40000.0,40000.0,60.0,60.0,2,,3.0,3.0,5.0,94102,142970783121
6,766,,5.0,5.0,,21000.0,0.0,,,2,,1.0,1.0,3.0,94133,1431825349235
2,420,,9.0,9.0,,4500.0,7000.0,,,2,,1.0,1.0,6.0,94105,1582140509918
8,267,,2.0,,,5000.0,5000.0,,,2,,3.0,,6.0,94103,1435344389710
3,2121,,1.0,1.0,,40000.0,50000.0,,,2,,4.0,4.0,10.0,94124,1435565454241
1,575,,40.0,40.0,,100000.0,600000.0,,,2,,1.0,1.0,6.0,94105,1578089507760
3,1151,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436834365755
1,121,,7.0,7.0,,21000.0,21000.0,,,2,,1.0,1.0,6.0,94105,1433860164622
4,475,,21.0,21.0,,150000.0,150000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143080363342
7,987,,3.0,3.0,,44000.0,44000.0,6.0,6.0,2,,5.0,5.0,5.0,94117,1431313266435
3,55,0.0,24.0,24.0,,1100000.0,1100000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1578809394477
8,2429,0.0,4.0,4.0,,50000.0,90000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1434472393196
6,555,,2.0,2.0,,65000.0,65000.0,,,2,,2.0,2.0,6.0,94103,1433274167586
8,2136,,4.0,4.0,,105000.0,176000.0,18.0,18.0,2,,5.0,5.0,2.0,94115,1434966236144
5,350,,29.0,29.0,,15000.0,25500.0,,,2,,1.0,1.0,6.0,94105,1428491164586
7,761,,4.0,4.0,,175000.0,175000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,143309983825
8,77,,7.0,7.0,,750000.0,750000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1579415372059
7,1355,,11.0,11.0,,20000.0,25000.0,,,2,,1.0,1.0,6.0,94103,1431328347127
6,1,,27.0,27.0,,2040.0,2040.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1430452164604
5,132,,3.0,3.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,6.0,94103,1429100164846
8,1100,,3.0,3.0,,1.0,1.0,6.0,6.0,2,,5.0,5.0,5.0,94115,1436844365758
5,775,,6.0,6.0,,50000.0,50000.0,89.0,89.0,2,,3.0,3.0,3.0,94109,143106167326
3,101,,48.0,48.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143650766081
7,467,0.0,3.0,3.0,,50000.0,65000.0,6.0,6.0,2,,5.0,5.0,9.0,94110,1432927418428
2,4134,,2.0,2.0,,10000.0,10000.0,,,2,,5.0,5.0,1.0,94118,143447599742
1,450,,28.0,28.0,,1220.0,1220.0,0.0,0.0,2,,1.0,1.0,3.0,94108,142818266980
6,999,,4.0,4.0,,100000.0,100000.0,,,2,,2.0,2.0,6.0,94103,1428360167593
1,3,,3.0,3.0,,250000.0,250000.0,,,2,,1.0,1.0,3.0,94111,142946963349
2,101,,4.0,4.0,,10000.0,10000.0,0.0,0.0,2,,5.0,5.0,6.0,94103,1428946497324
7,150,,2.0,2.0,,9100.0,11000.0,,,2,,3.0,3.0,3.0,94133,1434045347545
4,1,,25.0,25.0,,100000.0,400000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1581128289258
1,60,,12.0,12.0,,2642.0,3000.0,,,2,,1.0,1.0,6.0,94105,1435615164602
1,1355,,11.0,11.0,,650000.0,875000.0,,,2,,,1.0,6.0,94103,1431334347127
7,994,,3.0,3.0,,35000.0,50000.0,10.0,10.0,2,,5.0,5.0,8.0,94110,1428340162407
3,23,,0.0,4.0,,3000.0,3000.0,0.0,1.0,2,,,5.0,7.0,94132,1434131498355
2,730,,6.0,6.0,,9744.0,11264.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1429300165856
5,389,,3.0,3.0,,1.0,1.0,,,2,,1.0,1.0,1.0,94118,143108399881
4,466,,1.0,1.0,,2300.0,2300.0,,,2,,5.0,5.0,5.0,94109,143238869863
4,1,,42.0,42.0,,635.0,635.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1578855164604
7,235,0.0,1.0,1.0,,1.0,1000.0,,,2,,1.0,1.0,6.0,94105,1430745480622
2,923,,0.0,9.0,,16646.0,16664.0,0.0,115.0,2,,,1.0,6.0,94107,1432523166237
5,1489,,14.0,14.0,,40000.0,65000.0,156.0,156.0,2,,1.0,1.0,5.0,94115,143128179983
4,560,,3.0,3.0,,1000.0,1000.0,50.0,50.0,2,,1.0,1.0,3.0,94111,1433458387543
4,188,,8.0,8.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1432702164628
1,555,0.0,52.0,52.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94104,1432323298587
6,77,,35.0,35.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1428356470230
1,270,,4.0,4.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1433173449482
7,600,,4.0,4.0,,75000.0,75000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1434113167600
6,2,,7.0,7.0,,65000.0,65000.0,,,2,,2.0,2.0,6.0,94105,1431869249323
8,235,,25.0,25.0,,609.0,1551.0,,,2,,1.0,1.0,3.0,94104,143616266161
4,222,,26.0,26.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1414541165594
7,2897,,,4.0,,2500.0,6092.0,,2.0,2,,,3.0,9.0,94134,1417107492463
8,532,0.0,1.0,1.0,,8000.0,8000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1413953299390
4,930,,6.0,6.0,,35000.0,47000.0,47.0,48.0,2,,1.0,1.0,3.0,94109,1410643233528
6,2,,30.0,30.0,,34650.0,13500.0,,,2,,1.0,1.0,3.0,94111,142546963348
7,555,0.0,52.0,52.0,,800000.0,800000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1415071298587
4,1515,0.0,,7.0,,1.0,50000.0,,0.0,2,,,1.0,6.0,94158,1569965469353
8,2011,,2.0,2.0,,22000.0,22000.0,,,2,,5.0,5.0,10.0,94134,1413816487991
4,720,,2.0,2.0,,15000.0,15000.0,,,2,,1.0,1.0,6.0,94103,1413664164762
2,5,0.0,17.0,17.0,,100000.0,150000.0,840.0,840.0,2,,1.0,1.0,3.0,94111,1422208413290
2,1800,,0.0,0.0,,175000.0,0.0,0.0,0.0,2,,,,6.0,94158,1420842500954
1,650,0.0,34.0,34.0,,952250.0,952250.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1410281296980
2,973,,3.0,3.0,,27000.0,40000.0,8.0,8.0,2,,5.0,5.0,6.0,94103,1425714165495
2,2,,4.0,4.0,,50000.0,50000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1410457168000
1,1125,,3.0,3.0,,1.0,1.0,,,2,,3.0,3.0,6.0,94103,1421573165047
8,610,,6.0,6.0,,2700.0,2700.0,150.0,150.0,2,,3.0,3.0,6.0,94158,1408324474112
6,1150,,1.0,1.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,10.0,94124,1411604174613
4,1650,,3.0,3.0,,200000.0,212000.0,24.0,24.0,2,,5.0,5.0,3.0,94109,142253677477
4,269,,2.0,2.0,,10000.0,10000.0,,,2,,5.0,5.0,6.0,94103,1422515389711
3,600,0.0,20.0,20.0,,16000.0,16000.0,,,2,,1.0,1.0,3.0,94108,1425831429338
8,220,,3.0,3.0,,30000.0,30000.0,0.0,0.0,2,,3.0,3.0,9.0,94124,1410492183783
2,15,0.0,3.0,3.0,,21000.0,21000.0,12.0,12.0,2,,5.0,5.0,11.0,94112,1411666418824
7,1100,,2.0,2.0,,20000.0,20000.0,0.0,0.0,2,,3.0,3.0,10.0,94124,1426738175189
4,1525,,3.0,3.0,,900.0,500.0,5.0,5.0,2,,5.0,5.0,2.0,94123,1416711234591
4,222,,9.0,9.0,,10000.0,2500.0,,,2,,1.0,1.0,3.0,94108,142267067007
1,685,,10.0,10.0,,2000.0,2000.0,,,2,,1.0,1.0,6.0,94105,1414304164499
1,8,,0.0,0.0,,9000.0,9000.0,0.0,0.0,2,,5.0,5.0,3.0,94105,1409782505548
6,350,,5.0,5.0,,25000.0,25000.0,,,2,,1.0,1.0,3.0,94133,157583156180
6,62,,2.0,2.0,,65000.0,130000.0,1.0,1.0,2,,5.0,5.0,11.0,94112,1417421153431
8,222,,0.0,26.0,,900000.0,1242000.0,,,2,,,1.0,6.0,94105,1424603165594
1,570,,22.0,22.0,,20000.0,20000.0,400.0,400.0,2,,1.0,1.0,3.0,94111,1576458387453
8,1,,31.0,31.0,,6500.0,6500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,157168266082
2,1436,,4.0,4.0,,60000.0,100000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,141454970265
4,36,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1425708373152
4,1701,,4.0,4.0,,5000.0,5500.0,18.0,18.0,2,,5.0,5.0,2.0,94123,1423656234248
3,1455,,22.0,22.0,,25000.0,135000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1421614394002
7,1,,42.0,42.0,,17000.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1411737164605
5,120,,38.0,38.0,,10346.0,10346.0,,,2,,1.0,1.0,3.0,94108,141046367110
6,111,,0.0,0.0,,3000.0,20000.0,0.0,0.0,2,,,,10.0,94124,1407904182130
2,158,,2.0,2.0,,2000.0,2000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,141409671033
4,275,0.0,30.0,30.0,,3500.0,3500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1415311296686
8,101,,13.0,13.0,,1.0,1.0,162.0,162.0,2,,1.0,1.0,6.0,94102,1412946497157
7,601,,20.0,20.0,,5000.0,19600.0,,,2,,1.0,1.0,3.0,94111,141452362299
1,1400,,3.0,3.0,,4000.0,4000.0,121.0,121.0,2,,5.0,5.0,6.0,94102,142798682627
3,280,,0.0,32.0,,1.0,1.0,0.0,479.0,2,,,1.0,6.0,94105,1418652291153
3,510,,,,,20000.0,20000.0,,,2,,,,6.0,94103,1427321369644
1,188,,8.0,8.0,,25500.0,25500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1417617164628
4,525,,38.0,38.0,,1.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1569932164534
3,424,,3.0,3.0,,60000.0,60000.0,,,2,,3.0,3.0,6.0,94103,1409993351809
4,1489,,14.0,14.0,,5000.0,7000.0,156.0,156.0,2,,1.0,1.0,5.0,94115,141147179983
1,3400,,3.0,3.0,,2800.0,2800.0,170.0,170.0,2,,3.0,3.0,2.0,94123,141814671215
3,15,,2.0,2.0,,8000.0,16000.0,1.0,1.0,2,,5.0,5.0,11.0,94112,1418347203704
5,111,,22.0,22.0,,27460.0,27000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,142176567103
1,655,,26.0,26.0,,30000.0,30000.0,33.0,33.0,2,,1.0,1.0,3.0,94111,156702162300
6,3400,0.0,4.0,4.0,,175000.0,175000.0,170.0,170.0,2,,3.0,3.0,2.0,94123,1411059301689
2,555,0.0,33.0,33.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1421013394511
1,160,,19.0,19.0,,18000.0,20000.0,,,2,,1.0,1.0,6.0,94105,1411295164635
5,600,0.0,7.0,7.0,,13000.0,13000.0,350.0,350.0,2,,1.0,1.0,3.0,94108,1410005477781
7,2222,,3.0,3.0,,3500.0,3500.0,,,2,,1.0,1.0,10.0,94103,1425367168162
4,350,,30.0,30.0,,225000.0,225000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1412095164586
1,222,,0.0,26.0,,900000.0,1200000.0,,,2,,,1.0,6.0,94105,1424597165594
2,2,,30.0,30.0,,87000.0,87000.0,,,2,,1.0,1.0,3.0,94111,141005963348
2,1161,,5.0,5.0,,150000.0,18750.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1412445165055
1,101,,20.0,20.0,,2540.0,2000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1427838368933
5,315,0.0,17.0,17.0,,23000.0,23000.0,,,2,,1.0,1.0,3.0,94104,1414557298474
6,425,,38.0,38.0,,40000.0,40000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1410271164577
6,2575,,2.0,2.0,,12800.0,31600.0,,,2,,5.0,5.0,10.0,94124,1410501173613
8,50,,37.0,37.0,,1500.0,1500.0,,,2,,1.0,1.0,3.0,94111,141432063364
7,701,,0.0,3.0,,21000.0,38000.0,0.0,1.0,2,,,5.0,11.0,94134,1424684495391
6,1751,,0.0,4.0,,6500.0,10400.0,0.0,121.0,2,,,1.0,10.0,94124,1413419489240
7,505,0.0,20.0,20.0,,131325.0,132000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1576446296243
1,101,,49.0,49.0,,3000.0,3000.0,,,2,,1.0,1.0,3.0,94111,156956566081
6,166,,0.0,3.0,,20000.0,50000.0,0.0,2.0,2,,,5.0,3.0,94108,1424477499193
3,600,,6.0,6.0,,500.0,2400.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1427402165832
7,267,,2.0,2.0,,7000.0,7500.0,0.0,0.0,2,,5.0,5.0,6.0,94103,1425809389710
4,501,,8.0,8.0,,16100.0,16100.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1577663167201
1,335,,32.0,32.0,,2500.0,2000.0,1186.0,1186.0,2,,1.0,1.0,3.0,94102,1417870283785
8,888,,5.0,5.0,,275000.0,275000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1413466373726
5,4,,45.0,45.0,,6500.0,6500.0,,,2,,1.0,1.0,3.0,94111,142204163351
7,2,,3.0,3.0,,8500.0,0.0,0.0,0.0,2,,3.0,3.0,3.0,94108,1409497348481
1,4,,40.0,40.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,141627963352
5,3412,,3.0,3.0,,1.0,1.0,24.0,24.0,2,,5.0,5.0,9.0,94110,1422138497070
3,728,201.0,7.0,7.0,,2000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94133,141167761253
5,1920,1.0,3.0,3.0,,20000.0,40000.0,6.0,6.0,2,,5.0,5.0,2.0,94123,140944183868
5,425,,38.0,38.0,,37750.0,37750.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1425110164577
7,2000,,,6.0,,1.0,1.0,,194.0,2,,,1.0,9.0,94110,1571123512603
7,1455,,22.0,22.0,,10000.0,32000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1421398394002
5,600,0.0,20.0,20.0,,4000.0,4000.0,,,2,,1.0,1.0,3.0,94108,1414035429338
6,600,,22.0,22.0,,21000.0,21000.0,,,2,,1.0,1.0,6.0,94107,1418282165832
7,685,,3.0,3.0,,25000.0,35000.0,7.0,7.0,2,,5.0,5.0,3.0,94133,1418133373251
5,199,0.0,28.0,28.0,,500.0,500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1417117480611
4,2,,31.0,31.0,,130500.0,130500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,141423563348
7,555,0.0,17.0,17.0,,8800.0,8800.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1414006296981
1,275,0.0,32.0,32.0,,1020.0,1020.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1425267296686
7,350,,28.0,28.0,,46530.0,46530.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1421871164586
6,3488,,3.0,3.0,,1.0,1.0,6.0,6.0,2,,5.0,5.0,8.0,94110,1411564248551
6,1380,,1.0,1.0,,81000.0,81000.0,0.0,0.0,2,,3.0,3.0,10.0,94124,1419553495512
5,501,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1422862502996
3,1,0.0,4.0,4.0,,70000.0,117000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,1422534302418
1,280,,,32.0,,1.0,1.0,,479.0,2,,,1.0,6.0,94105,1427577291153
2,275,0.0,30.0,30.0,,439516.0,500000.0,,,2,,1.0,1.0,3.0,94104,1421135296686
3,552,,3.0,3.0,,33000.0,40000.0,32.0,32.0,2,,5.0,5.0,3.0,94133,1569820256752
4,343,0.0,16.0,16.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1416261392321
2,447,0.0,5.0,5.0,,140000.0,140000.0,51.0,51.0,2,,3.0,3.0,3.0,94108,1415913420257
3,2899,,,4.0,,2500.0,6092.0,,2.0,2,,,3.0,9.0,94134,1417096492464
1,333,,33.0,33.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1416141164589
4,2,,8.0,8.0,,9000.0,9000.0,554.0,554.0,2,,1.0,1.0,6.0,94105,1424571249108
8,450,,26.0,26.0,,45392.0,50435.0,,,2,,1.0,1.0,3.0,94108,141657866980
1,1,,45.0,45.0,,13880.0,13970.0,0.0,0.0,2,,1.0,1.0,3.0,94126,157070863347
8,555,0.0,52.0,52.0,,32290.0,32290.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1423068298587
4,1647,0.0,4.0,4.0,,70000.0,70000.0,12.0,12.0,2,,5.0,5.0,5.0,94117,1423591421763
1,2101,,4.0,4.0,,120000.0,120000.0,0.0,0.0,2,,3.0,3.0,9.0,94110,1411323159387
3,2322,,3.0,3.0,,50000.0,50000.0,38.0,38.0,2,,5.0,5.0,2.0,94123,1413386234530
1,250,,45.0,45.0,,65000.0,65000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1569397509623
5,1201,,,6.0,,1.0,1.0,,265.0,2,,,1.0,10.0,94107,1424835459813
6,351,,18.0,18.0,,4400.0,6900.0,,,2,,1.0,1.0,3.0,94104,140992466070
2,500,,5.0,5.0,,52880.0,52880.0,0.0,0.0,2,,2.0,2.0,6.0,94107,1417619498940
2,272,,2.0,4.0,,1.0,10000.0,1.0,3.0,2,,5.0,3.0,6.0,94107,1416899166215
5,45,,17.0,17.0,,510.0,510.0,,,2,,1.0,1.0,6.0,94105,1425420470232
6,799,,2.0,2.0,,80000.0,80000.0,0.0,0.0,2,,5.0,5.0,2.0,94109,1419438347389
2,1,,42.0,42.0,,250000.0,250000.0,,,2,,1.0,1.0,6.0,94105,1424323164605
8,333,,4.0,4.0,,1700.0,1700.0,0.0,0.0,2,,3.0,3.0,9.0,94103,1414036502414
3,600,,5.0,5.0,,13000.0,13000.0,0.0,0.0,2,,2.0,2.0,6.0,94103,1415355167600
2,1489,,14.0,14.0,,25000.0,35000.0,156.0,156.0,2,,1.0,1.0,5.0,94115,142774079983
5,2919,,4.0,4.0,,800.0,800.0,60.0,60.0,2,,3.0,3.0,9.0,94103,1411651466592
1,645,,0.0,5.0,,10000.0,10000.0,0.0,94.0,2,,,5.0,10.0,94107,1424009170730
6,350,,28.0,28.0,,46530.0,46530.0,,,2,,1.0,1.0,6.0,94105,1420219164586
4,101,,,3.0,,2200.0,4800.0,,,2,,,3.0,8.0,94102,1405415498855
1,651,,4.0,4.0,,11000.0,25000.0,,,2,,1.0,1.0,6.0,94107,1398275167656
7,180,,13.0,13.0,,8500.0,8500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1399029164641
6,111,0.0,22.0,22.0,,51380.0,60000.0,,,2,,1.0,1.0,3.0,94104,1399556299403
1,4,,45.0,45.0,,3367000.0,3367000.0,,,2,,1.0,1.0,3.0,94111,156327363351
3,150,,23.0,23.0,,12000.0,12000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,140325663369
1,222,,42.0,42.0,,15450.0,15450.0,,,2,,1.0,1.0,5.0,94102,1405885233943
3,1438,,4.0,4.0,,60000.0,70000.0,7.0,7.0,2,,5.0,5.0,3.0,94109,1400011232598
4,501,,8.0,8.0,,3300.0,3300.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1403813167201
6,1025,0.0,3.0,3.0,,20000.0,20000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1403615403283
8,301,,23.0,23.0,,6500.0,6500.0,,,2,,1.0,1.0,6.0,94105,1400999165667
1,425,,42.0,42.0,,31930.0,31000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,140303166056
4,185,,6.0,6.0,,8430.0,33100.0,,,2,,1.0,1.0,6.0,94158,1406915348598
5,300,,7.0,7.0,,30000.0,30000.0,60.0,60.0,2,,3.0,3.0,5.0,94102,140360783121
8,270,,7.0,7.0,,21500.0,21500.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1405355167192
4,686,,6.0,6.0,,20000.0,65000.0,21.0,21.0,2,,3.0,3.0,3.0,94109,1397898233652
6,1732,,3.0,3.0,,5000.0,26700.0,17.0,17.0,2,,5.0,5.0,3.0,94109,1400489235954
4,1650,,5.0,5.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1397270360865
